cmp_segid,cmp_name,cmp_from,cmp_to,direction,length,cls_hcm85,year,period,auto_speed,los_hcm85,auto_bi,transit_speed,transit_sd,transit_cv,atspd_ratio
233,I-280,Weldon,6th/Brannan,N,3.51470300942,Fwy,1997,PM,48.6,E,,,,,
15,7th St,Brannan,Market,N,0.722734761560,3,2007,AM,19.0534948584815,B,,,,,
55,Brotherhood,Alemany,Junipero Serra,W,0.470988433104,3,2021,AM,28.957,A,21.00,,,,
63,Castro/Divisadero,Pine,Geary,S,0.265206469451,3,1999,PM,8.3,E,,,,,
125,Gough,Geary,Golden Gate,S,0.330297793857,3,2011,PM,20.2115813954408,B,,,,,
12,5th St,Market,Brannan,S,0.722304002247,3,2019,PM,7.73785604167128,E,30.00,4.702488858782741,0.8318851526616442,17.69031629087115300900,1.6454809940101074
118,Geneva,Paris,Santos,E,1.18847158845,3,1993,AM,29.7,A,,,,,
151,Market/Portola,Sloat,Santa Clara,E,0.431052323524,3,2011,PM,21.091586510632,B,,4.77,1.92,40.25157232704402515700,4.4217162496083857
231,West Portal,Ulloa,Sloat,S,0.535165055910,3,2004,AM,12.1,D,,,,,
36,Bay,Embarcadero,Van Ness,W,1.07470567787,3,2007,AM,19.6226546664184,B,,,,,
189,Ocean,Miramar,Howth,E,0.484469999936,3,2009,AM,11.1251691097824,D,,,,,
212,Sutter,Mason,Gough,W,0.820507468686,3,2015,PM,10.9,D,,6.4,1.4,21.87500000000000000000,1.7031250000000000
224,Van Ness/S VanNess,Washington,Lombard,N,0.576466903859,3,2006,AM,9.2,D,,6.6,,,1.3939393939393939
19,16th St,Market,Mission,E,0.735953916712,3,2019,AM,7.843389633080956,E,48.00,5.7843428766883775,1.6078492906880495,27.79657646450874261500,1.3559690011964528
129,Guerrero/San Jose,Cesar Chavez,29th,S,0.284216818075,3,2013,PM,18.7,C,,,,,
194,O'Farrell,Gough,Mason,E,0.847471383395,3,2013,PM,13.3,C,,8.5,0.7,8.23529411764705882400,1.5647058823529412
44,Brannan,3rd,6th,W,0.516217358991,3,2013,PM,16.9,C,,,,,
71,Cesar Chavez,Bryant,Guerrero,W,0.754605993692,3,1993,AM,19.6,B,,,,,
76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,2015,AM,11.8,D,,4.8,0.6,12.50000000000000000000,2.4583333333333333
241,US-101,Market,I-80,S,1.16608829092,Fwy,2021,AM,42.087,D,24.00,,,,
8,3rd St,Evans,Jamestown,S,1.62369966050,3,2007,PM,22.2307780388543,B,,,,,
239,I-280,6th/Brannan,Weldon,S,3.46971923620,Fwy,1993,AM,51.9,D,,,,,
217,Turk,Market,Hyde,W,0.375659761448,3,2007,PM,13.3456023503826,C,,,,,
48,Broadway,Powell,Montgomery,E,0.354654055522,3,2011,AM,15.7917706433203,C,,6.3,1.88,29.84126984126984127000,2.5066302608444921
4,3rd St,Jamestown,Evans,N,1.62369965920,3,2006,PM,12.5,D,,,,,
109,Geary,Great Hwy,25th Ave,E,1.77842309125,3,2011,AM,23.0757711004149,B,,11.63,3.02,25.96732588134135855500,1.9841591659858040
218,Turk,Hyde,Gough,W,0.456299639356,3,2006,PM,10.5,D,,,,,
229,Washington,Drumm,Kearny,W,0.443557749998,3,1999,AM,7.9,E,,,,,
8,3rd St,Evans,Jamestown,S,1.62369966050,3,2009,AM,23.2272711564115,B,,,,,
67,Cesar Chavez,Bryant,Kansas,E,0.375195772370,3,2017,AM,24.9,B,34.00,,,,
189,Ocean,Miramar,Howth,E,0.484469999936,3,1993,PM,21.0,B,,,,,
136,Howard,Embarcadero,S Van Ness,W,2.10857259785,3,2017,PM,9.3,D,23.00,,,,
228,Van Ness/S VanNess,13th,Cesar Chavez,S,1.48833300689,3,2009,PM,17.0629582159436,C,,,,,
45,Brannan,6th,Division,W,0.544046730846,3,2017,PM,9.9,D,47.00,,,,
173,Mission/Otis,Embarcadero,3rd,S,0.736069710872,3,2007,PM,11.2917974037618,D,,8.6,,,1.3129996981118372
219,Turk,Gough,Divisadero,W,0.821631342898,3,2021,PM,16.507,C,9.00,,,,
239,I-280,6th/Brannan,Weldon,S,3.46971923620,Fwy,1997,AM,54.8,C,,,,,
121,Geneva,Cayuga,Ocean,W,0.527710560386,3,2021,PM,14.356,C,10.00,6.882737666252913,1.4244551833132295,20.69605515109990661700,2.0857979333412058
149,Lincoln/ Kezar,5th Ave,19th Ave,W,0.830036717317,3,2017,PM,14.5,C,45.00,10.0,1.496368152,14.96368152000000000000,1.4500000000000000
96,Folsom,13th,8th,E,0.487048927493,3,2015,PM,13.4,C,,7.8,2.3,29.48717948717948717900,1.7179487179487179
143,Kearny,Market,Columbus,N,0.647422162187,3,1993,AM,13.7,C,,,,,
167,Mission/Otis,Sickles,Ocean,N,1.44753252430,3,2017,AM,13.4,C,28.00,9.9,6.001550045,60.62171762626262626300,1.3535353535353535
18,10th St,Market,Brannan,S,0.726749459703,3,2015,AM,18.1,C,,,,,
91,Evans,Cesar Chavez,3rd,S,0.725419720476,3,2007,PM,21.8450567227831,B,,,,,
84,Drumm,Washington,Market,S,0.216551603299,3,2009,AM,8.73331242946751,E,,7.30103658429,,,1.1961743142418172
66,Cesar Chavez,Guerrero,Bryant,E,0.755057869522,3,2001,AM,14.3,C,,,,,
88,Duboce/Division,Mission,Market,W,0.348636697167,3,2015,PM,8.3,E,,,,,
13,6th St,Brannan,Market,N,0.722782725809,3,2019,PM,7.721089495155533,E,33.00,,,,
112,Geary,Kearny,Gough,W,1.17639703583,3,2015,PM,10.2,D,,7.3,0.7,9.58904109589041095900,1.3972602739726027
52,Broadway,Powell,Larkin,W,0.547817354303,1,2001,PM,11.0,F,,,,,
178,Mission/Otis,Ocean,Sickles,S,1.44753252430,3,1999,PM,24.9,B,,,,,
47,Broadway,Larkin,Powell,E,0.547817354303,1,1999,PM,25.5,C,,,,,
87,Duboce/Division,Potrero,Mission,W,0.662127318457,3,2011,AM,18.0069544429759,C,,8.4,1.92,22.85714285714285714300,2.1436850527352262
14,6th St,Market,Brannan,S,0.722780496169,3,1993,AM,22.4,B,,,,,
92,Evans,3rd,Cesar Chavez,N,0.725419720476,3,2009,PM,20.1399296085747,B,,14.8063358938,,,1.3602237415813380
26,19th Ave/Park Presidio,Lake,US-101,N,1.18461024485,1,1993,AM,38.8,A,,,,,
134,Harrison,8th,Division,W,0.399153591986,3,2009,PM,13.2497492397987,C,,7.1,,,1.8661618647603803
157,Market/Portola,Drumm,Van Ness,W,1.77159669853,3,2004,PM,7.4,E,,,,,
142,Junipero Serra,Brotherhood,County Line,S,0.296423595548,1,2011,AM,44.144170821313,A,,17.22,3.05,17.71196283391405342600,2.5635406981018002
154,Market/Portola,Castro,Guerrero,E,0.793811305289,3,2017,AM,12.8,D,45.00,6.5,1.134097205,17.44764930769230769200,1.9692307692307692
66,Cesar Chavez,Guerrero,Bryant,E,0.755057869522,3,2011,PM,10.6413360930091,D,,7.61,2.38,31.27463863337713534800,1.3983358860721551
42,Brannan,Division,6th,E,0.543686772018,3,2021,PM,13.334,C,21.00,,,,
140,Junipero Serra,Sloat,19th,S,1.21066503663,1,2017,AM,23.4,C,29.00,,,,
238,I-80,Fremont Exit,US-101,W,1.70499663737,Fwy,2001,PM,24.9,F,,,,,
149,Lincoln/ Kezar,5th Ave,19th Ave,W,0.830036717317,3,1993,AM,25.2,A,,,,,
209,Stanyan,Turk,Fulton,S,0.199649573974,3,1997,PM,8.0,E,,,,,
57,Bryant,4th,Embarcadero,E,0.772988184956,3,2001,PM,9.5,D,,,,,
196,Pine,Market,Kearny,W,0.382655359247,3,1997,AM,8.1,E,,,,,
232,I-280,Junipero Serra,Weldon,E,4.02580481717,Fwy,2006,AM,31.9,E,,,,,
112,Geary,Kearny,Gough,W,1.17639703583,3,1995,PM,14.4,C,,,,,
154,Market/Portola,Castro,Guerrero,E,0.793811305289,3,2021,AM,16.399,C,27.00,9.075705483433731,2.614589322514037,28.80866206254221727000,1.8069118736756926
36,Bay,Embarcadero,Van Ness,W,1.07470567787,3,1995,PM,15.7,C,,,,,
181,North Point,Columbus,Embarcadero,E,0.613771483517,3,2019,AM,13.77,C,39.00,9.259277897935798,3.4278703451572663,37.02092520542506860600,1.4871570063870523
138,Junipero Serra,Brotherhood,19th,N,0.338531960516,1,2007,AM,29.1727606847876,B,,,,,
16,8th St,Market,Bryant,S,0.602907603633,3,2007,PM,21.1911882018572,B,,,,,
107,Fulton,Arguello,10th Ave,W,0.533347149871,3,2009,AM,27.349541033133,A,,12.24,,,2.2344396268899510
66,Cesar Chavez,Guerrero,Bryant,E,0.755057869522,3,1993,PM,20.7,B,,,,,
34,Alemany,Lyell,Junipero Serra,W,3.02655519968,3,2011,AM,21.4051465653396,B,,12.83,4.23,32.96960249415432579900,1.6683668406344193
48,Broadway,Powell,Montgomery,E,0.354654055522,3,2015,AM,11.15044247787594,D,,7.2,1.6,22.22222222222222222200,1.5486725663716583
74,Columbus,Greenwich,North Point,N,0.424419897198,3,2013,PM,13.3,C,,7.3,0.7,9.58904109589041095900,1.8219178082191781
121,Geneva,Cayuga,Ocean,W,0.527710560386,3,1995,AM,15.5,C,,,,,
92,Evans,3rd,Cesar Chavez,N,0.725419720476,3,2019,AM,14.087645620437655,C,48.00,16.073334893968777,2.787287325411418,17.34106421472806028200,0.87646065445471335620
196,Pine,Market,Kearny,W,0.382655359247,3,1999,PM,6.7,F,,,,,
93,Fell,Gough,Market,E,0.292938474432,3,1993,AM,11.6,D,,,,,
190,Ocean,Howth,Miramar,W,0.484469999936,3,2004,AM,8.4,E,,,,,
170,Mission/Otis,14th,9th,N,0.649404914678,3,2004,AM,8.2,E,,,,,
19,16th St,Market,Mission,E,0.735953916712,3,2011,PM,11.8907756784862,D,,6.09,1.58,25.94417077175697865400,1.9525083215905090
84,Drumm,Washington,Market,S,0.216551603299,3,2009,PM,7.63396150273698,E,,6.29512816313,,,1.2126776937518773
178,Mission/Otis,Ocean,Sickles,S,1.44753252430,3,1993,PM,15.1,C,,,,,
124,Gough,Pine,Geary,S,0.255620329960,3,2011,PM,22.9963524247235,B,,,,,
191,Ocean,Miramar,19th Ave,W,1.10970844133,3,2021,PM,15.949,C,10.00,11.192311711661652,2.833346370621848,25.31511312064055189300,1.4249960518328123
140,Junipero Serra,Sloat,19th,S,1.21066503663,1,1995,PM,20.6,D,,,,,
160,Market/Portola,Castro,Burnett,W,1.62544141161,3,2019,AM,19.01945226191928,B,29.00,,,,
235,US-101,Cortland,I-80,N,1.90212110186,Fwy,2009,AM,41.6640521837562,F,,,,,
210,Sutter,Divisadero,Gough,E,0.822182703122,3,2011,PM,13.3532293447187,C,,7.21,1.67,23.16227461858529819700,1.8520429049540499
101,Franklin,Pine,Lombard,N,0.830624686731,3,2021,PM,17.221,C,15.00,,,,
76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,1999,PM,10.2,D,,,,,
115,Geary,25th Ave,Great Hwy,W,1.78761096415,3,2017,AM,16.8,C,20.00,8.5,2.105231579,24.76743034117647058800,1.9764705882352941
183,North Point,Columbus,Van Ness,W,0.383452476840,3,2015,PM,13.185542168674264,C,,5.7,1.1,19.29824561403508771900,2.3132530120481165
72,Clay,Kearny,Davis,E,0.378528736482,3,2017,AM,10.7,D,,7.3,0.651045044,8.91842526027397260300,1.4657534246575342
194,O'Farrell,Gough,Mason,E,0.847471383395,3,2015,AM,11.9,D,,8.6,0.8,9.30232558139534883700,1.3837209302325581
225,Van Ness/S VanNess,Lombard,Washington,S,0.576466382615,3,2004,PM,11.7,D,,,,,
85,Duboce/Division,Market,Mission,E,0.348379445760,3,1995,PM,15.4,C,,,,,
208,Stanyan,Fulton,Turk,N,0.197824394368,3,2009,AM,15.6134504881105,C,,,,,
209,Stanyan,Turk,Fulton,S,0.199649573974,3,2021,PM,10.935,D,37.00,,,,
234,US-101,County Line,Cortland,N,2.31092245625,Fwy,2019,PM,51.28293872229465,C,53.00,,,,
177,Mission/Otis,Cesar Chavez,Ocean,S,1.94753609270,3,2015,AM,14.6,C,,8.7,0.5,5.74712643678160919500,1.6781609195402299
83,Drumm,Market,Washington,N,0.216252234754,3,2007,AM,13.1051786044728,C,,,,,
140,Junipero Serra,Sloat,19th,S,1.21066503663,1,2015,AM,21.6,D,,,,,
236,US-101,I-80,Market,N,1.26905790716,Fwy,1997,AM,37.6,E,,,,,
9,4th St/Stockton,O'Farrell,Harrison,S,0.564055637017,3,2007,AM,9.35235265661713,D,,5.1,,,1.8337946385523784
228,Van Ness/S VanNess,13th,Cesar Chavez,S,1.48833300689,3,2015,AM,15.1,C,,,,,
196,Pine,Market,Kearny,W,0.382655359247,3,1991,PM,4.6,F,,,,,
34,Alemany,Lyell,Junipero Serra,W,3.02655519968,3,2007,AM,21.3681389256372,B,,,,,
65,Castro/Divisadero,14th,Market,S,0.322082953500,3,2015,PM,10.5,D,,8.3,1.4,16.86746987951807228900,1.2650602409638554
100,Franklin,Market,Pine,N,1.06130230475,3,2001,AM,11.5,D,,,,,
39,Bayshore,Jerrold,Industrial,S,0.802763976744,3,2013,PM,20.5,B,,6.9,2.3,33.33333333333333333300,2.9710144927536232
225,Van Ness/S VanNess,Lombard,Washington,S,0.576466382615,3,2001,PM,12.8,,,,,,
51,Broadway,Montgomery,Powell,W,0.354653552186,3,1995,PM,9.2,D,,,,,
186,Oak,Fillmore,Laguna,E,0.273835595627,3,2001,AM,8.8,E,,,,,
35,Bay,Van Ness,Embarcadero,E,1.07470383140,3,2019,PM,13.495253238247706,C,25.00,,,,
10,4th St/Stockton,Harrison,Channel,S,0.596754541754,3,2021,PM,11.627,D,14.00,,,,
77,Doyle/Lombard/Richardson,County Line,SF Cemetery,E,1.15791853500,1,2007,AM,38.3,A,,,,,
145,King,2nd,4th,W,0.344637634925,3,2017,PM,8.0,E,66.00,,,,
241,US-101,Market,I-80,S,1.16608829092,Fwy,1991,AM,13.5,F,,,,,
224,Van Ness/S VanNess,Washington,Lombard,N,0.576466903859,3,2001,PM,26.1,,,,,,
163,Masonic,Page,Geary,N,0.787685338768,3,2019,AM,11.578675699821323,D,34.00,7.020513838385445,2.0805226723302503,29.63490593743665571300,1.6492632827690785
150,Main,Mission,Market,N,0.121791230451,3,2019,PM,8.419015848826577,E,,,,,
116,Geneva,Ocean,Cayuga,E,0.558812922082,3,2011,PM,12.9309696998839,D,,6.22,1.87,30.06430868167202572300,2.0789340353511093
222,Van Ness/S VanNess,13th,Golden Gate,N,0.807720551166,3,2007,AM,14.6198038668131,C,,6.1,,,2.3966891584939508
17,9th St,Brannan,Market,N,0.722619010047,3,2011,AM,13.8253724868683,C,,,,,
158,Market/Portola,Van Ness,Guerrero,W,0.431522395133,3,2009,PM,12.1951060398175,D,,,,,
86,Duboce/Division,Mission,Potrero,E,0.662291590226,3,2011,PM,18.5212754860101,C,,9.67,2.61,26.99069286452947259600,1.9153335559472699
165,Masonic,Presidio,Geary,S,0.292435985410,3,2009,PM,14.4797518600678,C,,,,,
120,Geneva,Paris,Cayuga,W,0.328791999333,3,1995,PM,10.7,D,,,,,
226,Van Ness/S VanNess,Washington,Golden Gate,S,0.839659491227,3,2011,PM,11.4924614789006,D,,5.57,1.33,23.87791741472172351900,2.0632785419929264
41,Beale/Davis,Clay,Mission,S,0.324642787669,3,2015,PM,5.35813953488364,F,,7.1,2.6,36.61971830985915493000,0.75466754012445633803
144,King,4th,2nd,E,0.344637634925,3,2017,PM,12.3,D,48.00,,,,
71,Cesar Chavez,Bryant,Guerrero,W,0.754605993692,3,2007,AM,15.99,C,,,,,
37,Bayshore,County Line,Industrial,N,2.26529775319,3,2019,AM,12.032427166450177,D,55.00,,,,
245,I-80,Fremont Exit,Treasure Island,E,2.69955015435,Fwy,2013,AM,44.2,D,,,,,
72,Clay,Kearny,Davis,E,0.378528736482,3,2013,AM,12.43636363636377,D,,7.2,0.7,9.72222222222222222200,1.7272727272727458
99,Folsom,1st,Embarcadero,E,0.344679701988,3,2009,AM,13.1611341067434,C,,7.75186646631,,,1.6978019634293687
89,Embarcadero,Townsend,North Point,N,2.16495434302,3,1995,PM,16.4,C,,,,,
126,Gough,Golden Gate,Market,S,0.541309002365,3,2013,AM,16.0,C,,,,,
142,Junipero Serra,Brotherhood,County Line,S,0.296423595548,1,2015,PM,48.9,A,,,,,
184,Oak,Stanyan,Divisadero,E,0.917342330159,3,2015,AM,17.0,C,,,,,
241,US-101,Market,I-80,S,1.16608829092,Fwy,2007,PM,18.8713528698435,F,,,,,
37,Bayshore,County Line,Industrial,N,2.26529775319,3,2013,PM,23.1,B,,,,,
105,Fulton,Arguello,Masonic,E,0.659455079392,3,2006,AM,15.0,C,,10.2,,,1.4705882352941176
85,Duboce/Division,Market,Mission,E,0.348379445760,3,2021,AM,15.458,C,41.00,,,,
166,Masonic,Geary,Page,S,0.787685338768,3,1993,AM,16.4,C,,,,,
72,Clay,Kearny,Davis,E,0.378528736482,3,2019,AM,10.119979132519097,D,27.00,5.733839783888507,1.0195119777566897,17.78061501860258188700,1.7649567330003160
2,2nd St,Brannan,Market,N,0.721663762149,3,2011,PM,13.3099370523303,C,,6.33,2.58,40.75829383886255924200,2.1026756796730332
135,Hayes,Market,Gough,W,0.391576854315,3,2017,AM,9.1,D,25.00,6.5,1.109683315,17.07205100000000000000,1.4000000000000000
153,Market/Portola,Burnett,Castro,E,1.62396518156,3,2019,AM,18.29229005416876,C,34.00,,,,
181,North Point,Columbus,Embarcadero,E,0.613771483517,3,2006,AM,17.6,C,,,,,
146,Lincoln/ Kezar,19th Ave,5th Ave,E,0.831209653185,3,2021,AM,22.292,B,21.00,13.363158150948797,2.6305763784758747,19.68528957572129955700,1.6681685383194576
38,Bayshore,Industrial,Cesar Chavez,N,0.829650030423,3,2013,AM,15.8,C,,9.3,1.6,17.20430107526881720400,1.6989247311827957
41,Beale/Davis,Clay,Mission,S,0.324642787669,3,1997,AM,16.6,C,,,,,
169,Mission/Otis,Cesar Chavez,14th,N,1.39150936015,3,2021,PM,12.254,D,11.00,8.22026482975515,1.2368433175728106,15.04627093151269427400,1.4907062307340528
105,Fulton,Arguello,Masonic,E,0.659455079392,3,1991,AM,9.8,D,,,,,
243,US-101,Cortland,Monster Park Exit,S,2.29826827120,Fwy,2004,PM,30.5,E,,,,,
16,8th St,Market,Bryant,S,0.602907603633,3,2017,PM,8.4,E,70.00,6.1,1.164024218,19.08236422950819672100,1.3770491803278689
7,3rd St,Terry Francois,Evans,S,2.36056503215,3,2007,PM,30.7311789105158,A,,,,,
223,Van Ness/S VanNess,Golden Gate,Washington,N,0.839652033394,3,2009,AM,15.2475777172353,C,,5.84674282772,,,2.6078755584981418
162,Market/Portola,Santa Clara,Sloat,W,0.430782046226,3,2019,PM,13.627207365735591,C,43.00,,,,
196,Pine,Market,Kearny,W,0.382655359247,3,2001,AM,7.9,E,,,,,
179,Montgomery,Broadway,Bush,S,0.506858032647,3,2021,PM,8.875,E,16.00,,,,
51,Broadway,Montgomery,Powell,W,0.354653552186,3,2019,AM,11.620121336885443,D,53.00,,,,
24,19th Ave/Park Presidio,Sloat,Lincoln,N,2.12907723919,3,1991,PM,11.1,D,,,,,
116,Geneva,Ocean,Cayuga,E,0.558812922082,3,2009,AM,8.77401914613498,E,,8.33414402367,,,1.05277988011914363822
188,Ocean,19th Ave,Miramar,E,1.10967009791,3,2019,AM,12.792737874370529,D,21.00,8.805859893097066,2.45608635833942,27.89149938968199794400,1.4527528293288865
149,Lincoln/ Kezar,5th Ave,19th Ave,W,0.830036717317,3,2021,PM,17.532,C,17.00,9.78382620020228,2.742764291528576,28.03365713376909248800,1.7919369826538340
1,1st St,Market,Harrison,S,0.481558021952,3,2011,AM,13.7893034901247,C,,,,,
110,Geary,25th Ave,Arguello,E,1.41841474441,3,2019,AM,16.17043791469194,C,38.00,9.027314657200948,1.6055552719273083,17.78552463158666924000,1.7912788607399471
226,Van Ness/S VanNess,Washington,Golden Gate,S,0.839659491227,3,2015,AM,12.8,D,,5.7,0.4,7.01754385964912280700,2.2456140350877193
137,Junipero Serra,County Line,Brotherhood,N,0.289362174587,1,2021,PM,49.363,A,19.00,,,,
234,US-101,County Line,Cortland,N,2.31092245625,Fwy,2001,AM,44.8,D,,,,,
61,Castro/Divisadero,14th,Geary,N,1.13408167104,3,1991,PM,4.5,F,,,,,
6,3rd St,Terry Francois,Market,N,1.04889791085,3,2021,AM,14.412,C,22.00,9.363419068452805,2.218698256460059,23.69538563039743154100,1.5391813497440112
224,Van Ness/S VanNess,Washington,Lombard,N,0.576466903859,3,2021,AM,12.533,D,25.00,5.217880247949911,0.9855914085335072,18.88873185467878481900,2.4019332381045305
159,Market/Portola,Guerrero,Castro,W,0.793811305289,3,2007,PM,15.0154274913207,C,,5.1,,,2.9442014688864118
183,North Point,Columbus,Van Ness,W,0.383452476840,3,2001,AM,13.7,C,,,,,
114,Geary,Arguello,25th Ave,W,1.42315966319,3,2013,AM,16.4,C,,8.0,0.5,6.25000000000000000000,2.0500000000000000
95,Fell,Laguna,Stanyan,W,1.56263550676,3,2009,PM,23.6800720132622,B,,,,,
238,I-80,Fremont Exit,US-101,W,1.70499663737,Fwy,2021,PM,19.449,F,40.00,,,,
76,Columbus,Greenwich,Montgomery,S,0.670645593109,3,2013,AM,12.9,D,,4.7,0.4,8.51063829787234042600,2.7446808510638298
128,Guerrero/San Jose,29th,Cesar Chavez,N,0.285708016388,3,2013,PM,18.9,C,,,,,
90,Embarcadero,North Point,Townsend,S,2.16491593596,3,2017,AM,13.2,C,27.00,,,,
111,Geary,Arguello,Gough,E,1.91390459887,3,2013,PM,18.5,C,,8.2,0.4,4.87804878048780487800,2.2560975609756098
195,O'Farrell,Mason,Market,E,0.283457090901,3,2019,AM,8.149109433962263,E,31.00,6.98289308170411,1.693780606390257,24.25614407340897769000,1.1670104838514223
85,Duboce/Division,Market,Mission,E,0.348379445760,3,2004,AM,5.8,F,,,,,
231,West Portal,Ulloa,Sloat,S,0.535165055910,3,2004,PM,8.0,E,,,,,
48,Broadway,Powell,Montgomery,E,0.354654055522,3,2017,PM,9.5,D,38.00,5.6,0.530260757,9.46894208928571428600,1.6964285714285714
224,Van Ness/S VanNess,Washington,Lombard,N,0.576466903859,3,1993,AM,11.9,D,,,,,
22,16th St,Mission,Market,W,0.736030323322,3,2006,PM,10.6,D,,5.9,,,1.7966101694915254
112,Geary,Kearny,Gough,W,1.17639703583,3,2011,PM,12.8558123966914,D,,6.92,1.89,27.31213872832369942200,1.8577763579033815
225,Van Ness/S VanNess,Lombard,Washington,S,0.576466382615,3,2015,PM,12.3,D,,6.2,0.4,6.45161290322580645200,1.9838709677419355
187,Oak,Laguna,Franklin,E,0.273284032049,3,2006,AM,14.8,C,,,,,
164,Masonic,Geary,Bush/Euclid,N,0.200551608548,3,2019,PM,16.674171616022097,C,44.00,,,,
236,US-101,I-80,Market,N,1.26905790716,Fwy,2021,AM,13.14,F,54.00,,,,
12,5th St,Market,Brannan,S,0.722304002247,3,2004,PM,6.3,F,,,,,
97,Folsom,8th,4th,E,0.687212732205,3,2015,AM,12.6,D,,7.1,2.1,29.57746478873239436600,1.7746478873239437
100,Franklin,Market,Pine,N,1.06130230475,3,2001,PM,14.6,C,,,,,
139,Junipero Serra,19th,Sloat,N,1.21069461907,1,2004,AM,17.3,D,,,,,
47,Broadway,Larkin,Powell,E,0.547817354303,1,2007,AM,18.2181863281704,D,,,,,
54,Brotherhood,Junipero Serra,Alemany,E,0.429305973448,3,2019,PM,20.58138708289512,B,45.00,,,,
81,Doyle/Lombard/Richardson,Lyon/Francisco,SF Cemetery,W,0.958092169447,1,2009,AM,37.7913241611528,A,,,,,
135,Hayes,Market,Gough,W,0.391576854315,3,2009,PM,9.56641865720941,D,,4.81348842998,,,1.9874190613249606
4,3rd St,Jamestown,Evans,N,1.62369965920,3,2001,PM,20.2,B,,,,,
91,Evans,Cesar Chavez,3rd,S,0.725419720476,3,2007,AM,16.8557464060905,C,,,,,
29,19th Ave/Park Presidio,Lincoln,Sloat,S,2.12907397694,3,2006,PM,20.5,B,,,,,
175,Mission/Otis,9th,14th,S,0.682812825019,3,1991,PM,9.7,D,,,,,
191,Ocean,Miramar,19th Ave,W,1.10970844133,3,2015,PM,13.1,C,,,,,
1,1st St,Market,Harrison,S,0.481558021952,3,2015,AM,11.8,D,,,,,
86,Duboce/Division,Mission,Potrero,E,0.662291590226,3,2011,AM,23.5276358946103,B,,9.69,2.37,24.45820433436532507700,2.4280326000629825
212,Sutter,Mason,Gough,W,0.820507468686,3,2017,PM,10.8,D,30.00,6.9,0.41464214,6.00930637681159420300,1.5652173913043478
1,1st St,Market,Harrison,S,0.481558021952,3,1993,PM,15.5,C,,,,,
60,Castro/Divisadero,Market,14th,N,0.322082953500,3,1999,AM,11.9,D,,,,,
161,Market/Portola,Burnett,Santa Clara,W,1.33877798333,3,2019,AM,16.771410133694015,C,31.00,11.041346703005342,2.2998332269670763,20.82928186958466890300,1.5189641793540464
172,Mission/Otis,3rd,Embarcadero,N,0.735527428542,3,2001,AM,8.7,E,,,,,
228,Van Ness/S VanNess,13th,Cesar Chavez,S,1.48833300689,3,2019,AM,15.670644667059518,C,20.00,,,,
68,Cesar Chavez,Kansas,3rd,E,0.795213243079,3,1993,AM,17.6,C,,,,,
18,10th St,Market,Brannan,S,0.726749459703,3,2007,AM,26.0851672020248,A,,,,,
174,Mission/Otis,3rd,9th,S,0.979368189260,3,1993,AM,16.9,C,,,,,
38,Bayshore,Industrial,Cesar Chavez,N,0.829650030423,3,2017,PM,15.2,C,46.00,8.1,1.131139746,13.96468822222222222200,1.8765432098765432
210,Sutter,Divisadero,Gough,E,0.822182703122,3,2019,PM,9.386286372327485,D,14.00,7.453437901964439,0.9682652676137604,12.99085442649978997200,1.2593230796024505
26,19th Ave/Park Presidio,Lake,US-101,N,1.18461024485,1,2007,AM,44.0456555214446,A,,,,,
225,Van Ness/S VanNess,Lombard,Washington,S,0.576466382615,3,2013,AM,12.2,D,,7.0,0.6,8.57142857142857142900,1.7428571428571429
11,5th St,Brannan,Market,N,0.722305536750,3,2011,PM,15.6773082630948,C,,6.27,2.16,34.44976076555023923400,2.5003681440342584
230,West Portal,Sloat,Ulloa,N,0.535165055910,3,2007,AM,15.2654694622571,C,,7.1,,,2.1500661214446620
85,Duboce/Division,Market,Mission,E,0.348379445760,3,1993,PM,10.0,D,,,,,
34,Alemany,Lyell,Junipero Serra,W,3.02655519968,3,2021,PM,20.504,B,7.00,,,,
204,Skyline,County Line,Sloat,N,1.94410438321,3,2013,AM,38.1,A,,19.8,7.3,36.86868686868686868700,1.9242424242424242
101,Franklin,Pine,Lombard,N,0.830624686731,3,1993,AM,14.0,C,,,,,
107,Fulton,Arguello,10th Ave,W,0.533347149871,3,2011,AM,17.4182301580374,C,,7.63,1.87,24.50851900393184796900,2.2828610954177457
139,Junipero Serra,19th,Sloat,N,1.21069461907,1,2011,AM,19.8424136622541,D,,,,,
209,Stanyan,Turk,Fulton,S,0.199649573974,3,2021,AM,15.539,C,20.00,,,,
44,Brannan,3rd,6th,W,0.516217358991,3,2021,AM,16.585,C,18.00,,,,
144,King,4th,2nd,E,0.344637634925,3,2019,AM,13.941363004776376,C,35.00,,,,
236,US-101,I-80,Market,N,1.26905790716,Fwy,2013,AM,24.6,F,,,,,
50,Broadway,Embarcadero,Montgomery,W,0.348437873429,3,2013,PM,9.901768172888085,D,,,,,
3,2nd St,Market,Brannan,S,0.721663762241,3,2021,PM,14.239,C,19.00,,,,
151,Market/Portola,Sloat,Santa Clara,E,0.431052323524,3,2015,AM,14.0,C,,,,,
238,I-80,Fremont Exit,US-101,W,1.70499663737,Fwy,2001,AM,25.9,F,,,,,
