geom,intersection_lat,intersection_lon,year,st_asgeojson,biccol,pedcol,bickill,pedkill,ambiccol,pmbiccol,ampedcol,pmpedcol,ambickill,pmbickill,ampedkill,pmpedkill,street_names,bicinj,pedinj,ambicinj,pmbicinj,ampedinj,pmpedinj
POINT(-122.42148545 37.7431226643),37.74312266,-122.4214855,2010,"{""type"":""Point"",""coordinates"":[-122.42148545,37.7431226643]}",0,1,0,0,0,0,1,0,0,0,0,0,"['MISSION ST', 'VIRGINIA AVE']",0,1,0,0,1,0
POINT(-122.42148545 37.7431226643),37.74312266,-122.4214855,2011,"{""type"":""Point"",""coordinates"":[-122.42148545,37.7431226643]}",1,1,0,0,0,1,1,0,0,0,0,0,"['MISSION ST', 'VIRGINIA AVE']",1,1,0,1,1,0
POINT(-122.42148545 37.7431226643),37.74312266,-122.4214855,2014,"{""type"":""Point"",""coordinates"":[-122.42148545,37.7431226643]}",1,0,0,0,0,1,0,0,0,0,0,0,"['MISSION ST', 'VIRGINIA AVE']",1,0,0,1,0,0
POINT(-122.42148545 37.7431226643),37.74312266,-122.4214855,2016,"{""type"":""Point"",""coordinates"":[-122.42148545,37.7431226643]}",0,1,0,0,0,0,0,1,0,0,0,0,"['MISSION ST', 'VIRGINIA AVE']",0,1,0,0,0,1
POINT(-122.42148545 37.7431226643),37.74312266,-122.4214855,2017,"{""type"":""Point"",""coordinates"":[-122.42148545,37.7431226643]}",0,1,0,0,0,0,1,0,0,0,0,0,"['MISSION ST', 'VIRGINIA AVE']",0,1,0,0,1,0
POINT(-122.421517872 37.7536604573),37.75366046,-122.4215179,2011,"{""type"":""Point"",""coordinates"":[-122.421517872,37.7536604573]}",1,0,0,0,0,1,0,0,0,0,0,0,"['23RD ST', 'SAN JOSE AVE']",1,0,0,1,0,0
POINT(-122.421520698 37.7780207608),37.77802076,-122.4215207,2006,"{""type"":""Point"",""coordinates"":[-122.421520698,37.7780207608]}",1,0,0,0,0,1,0,0,0,0,0,0,"['FRANKLIN ST', 'GROVE ST']",1,0,0,1,0,0
POINT(-122.421520698 37.7780207608),37.77802076,-122.4215207,2007,"{""type"":""Point"",""coordinates"":[-122.421520698,37.7780207608]}",0,1,0,0,0,0,0,1,0,0,0,0,"['FRANKLIN ST', 'GROVE ST']",0,1,0,0,0,1
POINT(-122.421520698 37.7780207608),37.77802076,-122.4215207,2008,"{""type"":""Point"",""coordinates"":[-122.421520698,37.7780207608]}",0,1,0,0,0,0,0,1,0,0,0,0,"['FRANKLIN ST', 'GROVE ST']",0,1,0,0,0,1
POINT(-122.421520698 37.7780207608),37.77802076,-122.4215207,2009,"{""type"":""Point"",""coordinates"":[-122.421520698,37.7780207608]}",1,0,0,0,0,1,0,0,0,0,0,0,"['FRANKLIN ST', 'GROVE ST']",1,0,0,1,0,0
POINT(-122.421520698 37.7780207608),37.77802076,-122.4215207,2012,"{""type"":""Point"",""coordinates"":[-122.421520698,37.7780207608]}",1,0,0,0,0,1,0,0,0,0,0,0,"['FRANKLIN ST', 'GROVE ST']",1,0,0,1,0,0
POINT(-122.421520698 37.7780207608),37.77802076,-122.4215207,2014,"{""type"":""Point"",""coordinates"":[-122.421520698,37.7780207608]}",1,0,0,0,1,0,0,0,0,0,0,0,"['FRANKLIN ST', 'GROVE ST']",1,0,1,0,0,0
POINT(-122.421531295 37.7665705412),37.76657054,-122.4215313,2013,"{""type"":""Point"",""coordinates"":[-122.421531295,37.7665705412]}",1,0,0,0,0,1,0,0,0,0,0,0,"['15TH ST', 'CALEDONIA ST']",1,0,0,1,0,0
POINT(-122.421531295 37.7665705412),37.76657054,-122.4215313,2017,"{""type"":""Point"",""coordinates"":[-122.421531295,37.7665705412]}",0,1,0,0,0,0,0,1,0,0,0,0,"['15TH ST', 'CALEDONIA ST']",0,1,0,0,0,1
POINT(-122.421545505 37.752856085),37.75285609,-122.4215455,2016,"{""type"":""Point"",""coordinates"":[-122.421545505,37.752856085]}",1,0,0,0,0,1,0,0,0,0,0,0,"['ELIZABETH ST', 'SAN JOSE AVE']",1,0,0,1,0,0
POINT(-122.421545505 37.752856085),37.75285609,-122.4215455,2017,"{""type"":""Point"",""coordinates"":[-122.421545505,37.752856085]}",1,0,0,0,1,0,0,0,0,0,0,0,"['ELIZABETH ST', 'SAN JOSE AVE']",1,0,1,0,0,0
POINT(-122.421559716 37.7870872515),37.78708725,-122.4215597,2007,"{""type"":""Point"",""coordinates"":[-122.421559716,37.7870872515]}",0,1,0,0,0,0,0,1,0,0,0,0,"['HEMLOCK ST', 'VAN NESS AVE']",0,1,0,0,0,1
POINT(-122.421570116 37.7866189608),37.78661896,-122.4215701,2006,"{""type"":""Point"",""coordinates"":[-122.421570116,37.7866189608]}",0,1,0,0,0,0,1,0,0,0,0,0,"['POST ST', 'VAN NESS AVE']",0,1,0,0,1,0
POINT(-122.421570116 37.7866189608),37.78661896,-122.4215701,2007,"{""type"":""Point"",""coordinates"":[-122.421570116,37.7866189608]}",1,1,0,1,1,0,0,1,0,0,0,1,"['POST ST', 'VAN NESS AVE']",1,0,1,0,0,0
POINT(-122.421570116 37.7866189608),37.78661896,-122.4215701,2008,"{""type"":""Point"",""coordinates"":[-122.421570116,37.7866189608]}",0,1,0,0,0,0,1,0,0,0,0,0,"['POST ST', 'VAN NESS AVE']",0,1,0,0,1,0
POINT(-122.421570116 37.7866189608),37.78661896,-122.4215701,2010,"{""type"":""Point"",""coordinates"":[-122.421570116,37.7866189608]}",1,1,0,0,1,0,0,1,0,0,0,0,"['POST ST', 'VAN NESS AVE']",1,1,1,0,0,1
POINT(-122.421570116 37.7866189608),37.78661896,-122.4215701,2011,"{""type"":""Point"",""coordinates"":[-122.421570116,37.7866189608]}",0,1,0,0,0,0,0,1,0,0,0,0,"['POST ST', 'VAN NESS AVE']",0,1,0,0,0,1
POINT(-122.421570116 37.7866189608),37.78661896,-122.4215701,2012,"{""type"":""Point"",""coordinates"":[-122.421570116,37.7866189608]}",3,0,0,0,1,2,0,0,0,0,0,0,"['POST ST', 'VAN NESS AVE']",3,0,1,2,0,0
POINT(-122.421570116 37.7866189608),37.78661896,-122.4215701,2016,"{""type"":""Point"",""coordinates"":[-122.421570116,37.7866189608]}",0,2,0,0,0,0,1,1,0,0,0,0,"['POST ST', 'VAN NESS AVE']",0,2,0,0,1,1
POINT(-122.421570116 37.7866189608),37.78661896,-122.4215701,2017,"{""type"":""Point"",""coordinates"":[-122.421570116,37.7866189608]}",0,1,0,0,0,0,0,1,0,0,0,0,"['POST ST', 'VAN NESS AVE']",0,1,0,0,0,1
POINT(-122.421578401 37.7617009091),37.76170091,-122.4215784,2008,"{""type"":""Point"",""coordinates"":[-122.421578401,37.7617009091]}",1,1,0,0,0,1,0,1,0,0,0,0,"['18TH ST', 'VALENCIA ST']",1,1,0,1,0,1
POINT(-122.421578401 37.7617009091),37.76170091,-122.4215784,2009,"{""type"":""Point"",""coordinates"":[-122.421578401,37.7617009091]}",3,2,0,0,2,1,2,0,0,0,0,0,"['18TH ST', 'VALENCIA ST']",3,2,2,1,2,0
POINT(-122.421578401 37.7617009091),37.76170091,-122.4215784,2010,"{""type"":""Point"",""coordinates"":[-122.421578401,37.7617009091]}",1,0,0,0,0,1,0,0,0,0,0,0,"['18TH ST', 'VALENCIA ST']",1,0,0,1,0,0
POINT(-122.421578401 37.7617009091),37.76170091,-122.4215784,2011,"{""type"":""Point"",""coordinates"":[-122.421578401,37.7617009091]}",2,0,0,0,1,1,0,0,0,0,0,0,"['18TH ST', 'VALENCIA ST']",2,0,1,1,0,0
POINT(-122.421578401 37.7617009091),37.76170091,-122.4215784,2012,"{""type"":""Point"",""coordinates"":[-122.421578401,37.7617009091]}",0,1,0,0,0,0,0,1,0,0,0,0,"['18TH ST', 'VALENCIA ST']",0,1,0,0,0,1
POINT(-122.421578401 37.7617009091),37.76170091,-122.4215784,2013,"{""type"":""Point"",""coordinates"":[-122.421578401,37.7617009091]}",3,0,0,0,0,3,0,0,0,0,0,0,"['18TH ST', 'VALENCIA ST']",3,0,0,3,0,0
POINT(-122.421578401 37.7617009091),37.76170091,-122.4215784,2014,"{""type"":""Point"",""coordinates"":[-122.421578401,37.7617009091]}",1,1,0,0,0,1,1,0,0,0,0,0,"['18TH ST', 'VALENCIA ST']",1,1,0,1,1,0
POINT(-122.421578401 37.7617009091),37.76170091,-122.4215784,2015,"{""type"":""Point"",""coordinates"":[-122.421578401,37.7617009091]}",2,0,0,0,0,2,0,0,0,0,0,0,"['18TH ST', 'VALENCIA ST']",2,0,0,2,0,0
POINT(-122.421578401 37.7617009091),37.76170091,-122.4215784,2016,"{""type"":""Point"",""coordinates"":[-122.421578401,37.7617009091]}",3,0,0,0,0,3,0,0,0,0,0,0,"['18TH ST', 'VALENCIA ST']",3,0,0,3,0,0
POINT(-122.421578401 37.7617009091),37.76170091,-122.4215784,2017,"{""type"":""Point"",""coordinates"":[-122.421578401,37.7617009091]}",4,1,0,0,1,3,0,1,0,0,0,0,"['18TH ST', 'VALENCIA ST']",4,1,1,3,0,1
POINT(-122.421582755 37.7950273455),37.79502735,-122.4215828,2007,"{""type"":""Point"",""coordinates"":[-122.421582755,37.7950273455]}",1,1,0,0,0,1,0,1,0,0,0,0,"['PACIFIC AVE', 'POLK ST']",1,1,0,1,0,1
POINT(-122.421582755 37.7950273455),37.79502735,-122.4215828,2008,"{""type"":""Point"",""coordinates"":[-122.421582755,37.7950273455]}",1,0,0,0,1,0,0,0,0,0,0,0,"['PACIFIC AVE', 'POLK ST']",1,0,1,0,0,0
POINT(-122.421582755 37.7950273455),37.79502735,-122.4215828,2010,"{""type"":""Point"",""coordinates"":[-122.421582755,37.7950273455]}",0,1,0,0,0,0,0,1,0,0,0,0,"['PACIFIC AVE', 'POLK ST']",0,1,0,0,0,1
POINT(-122.421582755 37.7950273455),37.79502735,-122.4215828,2012,"{""type"":""Point"",""coordinates"":[-122.421582755,37.7950273455]}",1,1,0,0,0,1,1,0,0,0,0,0,"['PACIFIC AVE', 'POLK ST']",1,1,0,1,1,0
POINT(-122.421582755 37.7950273455),37.79502735,-122.4215828,2016,"{""type"":""Point"",""coordinates"":[-122.421582755,37.7950273455]}",1,0,0,0,0,1,0,0,0,0,0,0,"['PACIFIC AVE', 'POLK ST']",1,0,0,1,0,0
POINT(-122.421582755 37.7950273455),37.79502735,-122.4215828,2017,"{""type"":""Point"",""coordinates"":[-122.421582755,37.7950273455]}",0,1,0,0,0,0,1,0,0,0,0,0,"['PACIFIC AVE', 'POLK ST']",0,1,0,0,1,0
POINT(-122.421595152 37.7520468097),37.75204681,-122.4215952,2013,"{""type"":""Point"",""coordinates"":[-122.421595152,37.7520468097]}",2,0,0,0,0,2,0,0,0,0,0,0,"['24TH ST', 'SAN JOSE AVE']",2,0,0,2,0,0
POINT(-122.421596616 37.7288759655),37.72887597,-122.4215966,2009,"{""type"":""Point"",""coordinates"":[-122.421596616,37.7288759655]}",0,1,0,0,0,0,1,0,0,0,0,0,"['HARVARD ST', 'SILVER AVE']",0,1,0,0,1,0
POINT(-122.42161733 37.7087430544),37.70874305,-122.4216173,2008,"{""type"":""Point"",""coordinates"":[-122.42161733,37.7087430544]}",0,2,0,0,0,0,0,2,0,0,0,0,"['ESQUINA DR', 'GENEVA AVE']",0,2,0,0,0,2
POINT(-122.42161733 37.7087430544),37.70874305,-122.4216173,2011,"{""type"":""Point"",""coordinates"":[-122.42161733,37.7087430544]}",0,1,0,0,0,0,0,1,0,0,0,0,"['ESQUINA DR', 'GENEVA AVE']",0,1,0,0,0,1
POINT(-122.421662477 37.7625788314),37.76257883,-122.4216625,2008,"{""type"":""Point"",""coordinates"":[-122.421662477,37.7625788314]}",1,0,0,0,0,1,0,0,0,0,0,0,"['SYCAMORE ST', 'VALENCIA ST']",1,0,0,1,0,0
POINT(-122.421662477 37.7625788314),37.76257883,-122.4216625,2009,"{""type"":""Point"",""coordinates"":[-122.421662477,37.7625788314]}",1,0,0,0,0,1,0,0,0,0,0,0,"['SYCAMORE ST', 'VALENCIA ST']",1,0,0,1,0,0
POINT(-122.421662477 37.7625788314),37.76257883,-122.4216625,2012,"{""type"":""Point"",""coordinates"":[-122.421662477,37.7625788314]}",3,1,0,0,1,2,0,1,0,0,0,0,"['SYCAMORE ST', 'VALENCIA ST']",3,1,1,2,0,1
POINT(-122.421662477 37.7625788314),37.76257883,-122.4216625,2013,"{""type"":""Point"",""coordinates"":[-122.421662477,37.7625788314]}",2,0,0,0,0,2,0,0,0,0,0,0,"['SYCAMORE ST', 'VALENCIA ST']",2,0,0,2,0,0
POINT(-122.421662477 37.7625788314),37.76257883,-122.4216625,2016,"{""type"":""Point"",""coordinates"":[-122.421662477,37.7625788314]}",1,0,0,0,1,0,0,0,0,0,0,0,"['SYCAMORE ST', 'VALENCIA ST']",1,0,1,0,0,0
POINT(-122.421680448 37.7428211742),37.74282117,-122.4216804,2010,"{""type"":""Point"",""coordinates"":[-122.421680448,37.7428211742]}",0,2,0,0,0,0,0,2,0,0,0,0,"['GODEUS ST', 'MISSION ST']",0,2,0,0,0,2
POINT(-122.421680448 37.7428211742),37.74282117,-122.4216804,2013,"{""type"":""Point"",""coordinates"":[-122.421680448,37.7428211742]}",0,1,0,0,0,0,1,0,0,0,0,0,"['GODEUS ST', 'MISSION ST']",0,1,0,0,1,0
POINT(-122.421680448 37.7428211742),37.74282117,-122.4216804,2014,"{""type"":""Point"",""coordinates"":[-122.421680448,37.7428211742]}",0,1,0,0,0,0,0,1,0,0,0,0,"['GODEUS ST', 'MISSION ST']",0,1,0,0,0,1
POINT(-122.421694846 37.7629168153),37.76291682,-122.4216948,2008,"{""type"":""Point"",""coordinates"":[-122.421694846,37.7629168153]}",1,0,0,0,0,1,0,0,0,0,0,0,"['CLARION ALY', 'VALENCIA ST']",1,0,0,1,0,0
POINT(-122.421694846 37.7629168153),37.76291682,-122.4216948,2009,"{""type"":""Point"",""coordinates"":[-122.421694846,37.7629168153]}",1,0,0,0,0,1,0,0,0,0,0,0,"['CLARION ALY', 'VALENCIA ST']",1,0,0,1,0,0
POINT(-122.421694846 37.7629168153),37.76291682,-122.4216948,2014,"{""type"":""Point"",""coordinates"":[-122.421694846,37.7629168153]}",1,0,0,0,0,1,0,0,0,0,0,0,"['CLARION ALY', 'VALENCIA ST']",1,0,0,1,0,0
POINT(-122.421709307 37.7789568647),37.77895686,-122.4217093,2006,"{""type"":""Point"",""coordinates"":[-122.421709307,37.7789568647]}",1,0,0,0,0,1,0,0,0,0,0,0,"['FRANKLIN ST', 'FULTON ST']",1,0,0,1,0,0
POINT(-122.421709307 37.7789568647),37.77895686,-122.4217093,2010,"{""type"":""Point"",""coordinates"":[-122.421709307,37.7789568647]}",1,0,0,0,0,1,0,0,0,0,0,0,"['FRANKLIN ST', 'FULTON ST']",1,0,0,1,0,0
POINT(-122.421709307 37.7789568647),37.77895686,-122.4217093,2011,"{""type"":""Point"",""coordinates"":[-122.421709307,37.7789568647]}",0,1,0,0,0,0,0,1,0,0,0,0,"['FRANKLIN ST', 'FULTON ST']",0,1,0,0,0,1
POINT(-122.421709307 37.7789568647),37.77895686,-122.4217093,2017,"{""type"":""Point"",""coordinates"":[-122.421709307,37.7789568647]}",0,1,0,0,0,0,0,1,0,0,0,0,"['FRANKLIN ST', 'FULTON ST']",0,1,0,0,0,1
POINT(-122.421731521 37.7632997683),37.76329977,-122.4217315,2006,"{""type"":""Point"",""coordinates"":[-122.421731521,37.7632997683]}",2,0,0,0,1,1,0,0,0,0,0,0,"['17TH ST', 'VALENCIA ST']",2,0,1,1,0,0
POINT(-122.421731521 37.7632997683),37.76329977,-122.4217315,2007,"{""type"":""Point"",""coordinates"":[-122.421731521,37.7632997683]}",1,1,0,0,0,1,0,1,0,0,0,0,"['17TH ST', 'VALENCIA ST']",1,1,0,1,0,1
POINT(-122.421731521 37.7632997683),37.76329977,-122.4217315,2008,"{""type"":""Point"",""coordinates"":[-122.421731521,37.7632997683]}",3,0,0,0,2,1,0,0,0,0,0,0,"['17TH ST', 'VALENCIA ST']",3,0,2,1,0,0
POINT(-122.421731521 37.7632997683),37.76329977,-122.4217315,2009,"{""type"":""Point"",""coordinates"":[-122.421731521,37.7632997683]}",2,0,0,0,2,0,0,0,0,0,0,0,"['17TH ST', 'VALENCIA ST']",2,0,2,0,0,0
POINT(-122.421731521 37.7632997683),37.76329977,-122.4217315,2010,"{""type"":""Point"",""coordinates"":[-122.421731521,37.7632997683]}",2,1,0,0,0,2,0,1,0,0,0,0,"['17TH ST', 'VALENCIA ST']",2,1,0,2,0,1
POINT(-122.421731521 37.7632997683),37.76329977,-122.4217315,2011,"{""type"":""Point"",""coordinates"":[-122.421731521,37.7632997683]}",3,1,0,0,0,3,0,1,0,0,0,0,"['17TH ST', 'VALENCIA ST']",3,1,0,3,0,1
POINT(-122.421731521 37.7632997683),37.76329977,-122.4217315,2012,"{""type"":""Point"",""coordinates"":[-122.421731521,37.7632997683]}",2,0,0,0,0,2,0,0,0,0,0,0,"['17TH ST', 'VALENCIA ST']",2,0,0,2,0,0
POINT(-122.421731521 37.7632997683),37.76329977,-122.4217315,2013,"{""type"":""Point"",""coordinates"":[-122.421731521,37.7632997683]}",1,1,0,0,0,1,0,1,0,0,0,0,"['17TH ST', 'VALENCIA ST']",1,1,0,1,0,1
POINT(-122.421731521 37.7632997683),37.76329977,-122.4217315,2014,"{""type"":""Point"",""coordinates"":[-122.421731521,37.7632997683]}",2,1,0,0,0,2,0,1,0,0,0,0,"['17TH ST', 'VALENCIA ST']",2,1,0,2,0,1
POINT(-122.421731521 37.7632997683),37.76329977,-122.4217315,2015,"{""type"":""Point"",""coordinates"":[-122.421731521,37.7632997683]}",2,0,0,0,0,2,0,0,0,0,0,0,"['17TH ST', 'VALENCIA ST']",2,0,0,2,0,0
POINT(-122.421731521 37.7632997683),37.76329977,-122.4217315,2017,"{""type"":""Point"",""coordinates"":[-122.421731521,37.7632997683]}",0,1,0,0,0,0,0,1,0,0,0,0,"['17TH ST', 'VALENCIA ST']",0,1,0,0,0,1
POINT(-122.42174168 37.740580733),37.74058073,-122.4217417,2009,"{""type"":""Point"",""coordinates"":[-122.42174168,37.740580733]}",1,1,0,0,0,1,0,1,0,0,0,0,"['COLERIDGE ST', 'CORTLAND AVE']",1,1,0,1,0,1
POINT(-122.42174168 37.740580733),37.74058073,-122.4217417,2016,"{""type"":""Point"",""coordinates"":[-122.42174168,37.740580733]}",1,0,0,0,1,0,0,0,0,0,0,0,"['COLERIDGE ST', 'CORTLAND AVE']",1,0,1,0,0,0
POINT(-122.421747665 37.7716418231),37.77164182,-122.4217477,2016,"{""type"":""Point"",""coordinates"":[-122.421747665,37.7716418231]}",1,0,0,0,0,1,0,0,0,0,0,0,"['MCCOPPIN ST', 'STEVENSON ST']",1,0,0,1,0,0
POINT(-122.421758104 37.7875481397),37.78754814,-122.4217581,2006,"{""type"":""Point"",""coordinates"":[-122.421758104,37.7875481397]}",1,0,0,0,0,1,0,0,0,0,0,0,"['SUTTER ST', 'VAN NESS AVE']",1,0,0,1,0,0
POINT(-122.421758104 37.7875481397),37.78754814,-122.4217581,2007,"{""type"":""Point"",""coordinates"":[-122.421758104,37.7875481397]}",0,1,0,0,0,0,0,1,0,0,0,0,"['SUTTER ST', 'VAN NESS AVE']",0,1,0,0,0,1
POINT(-122.421758104 37.7875481397),37.78754814,-122.4217581,2009,"{""type"":""Point"",""coordinates"":[-122.421758104,37.7875481397]}",1,2,0,0,0,1,0,2,0,0,0,0,"['SUTTER ST', 'VAN NESS AVE']",1,2,0,1,0,2
POINT(-122.421758104 37.7875481397),37.78754814,-122.4217581,2010,"{""type"":""Point"",""coordinates"":[-122.421758104,37.7875481397]}",0,1,0,0,0,0,0,1,0,0,0,0,"['SUTTER ST', 'VAN NESS AVE']",0,1,0,0,0,1
POINT(-122.421758104 37.7875481397),37.78754814,-122.4217581,2012,"{""type"":""Point"",""coordinates"":[-122.421758104,37.7875481397]}",0,2,0,0,0,0,0,2,0,0,0,0,"['SUTTER ST', 'VAN NESS AVE']",0,2,0,0,0,2
POINT(-122.421758104 37.7875481397),37.78754814,-122.4217581,2014,"{""type"":""Point"",""coordinates"":[-122.421758104,37.7875481397]}",1,1,0,0,0,1,1,0,0,0,0,0,"['SUTTER ST', 'VAN NESS AVE']",1,1,0,1,1,0
POINT(-122.421758104 37.7875481397),37.78754814,-122.4217581,2015,"{""type"":""Point"",""coordinates"":[-122.421758104,37.7875481397]}",0,3,0,0,0,0,0,3,0,0,0,0,"['SUTTER ST', 'VAN NESS AVE']",0,3,0,0,0,3
POINT(-122.421758104 37.7875481397),37.78754814,-122.4217581,2016,"{""type"":""Point"",""coordinates"":[-122.421758104,37.7875481397]}",0,2,0,0,0,0,0,2,0,0,0,0,"['SUTTER ST', 'VAN NESS AVE']",0,2,0,0,0,2
POINT(-122.421758104 37.7875481397),37.78754814,-122.4217581,2017,"{""type"":""Point"",""coordinates"":[-122.421758104,37.7875481397]}",0,1,0,0,0,0,0,1,0,0,0,0,"['SUTTER ST', 'VAN NESS AVE']",0,1,0,0,0,1
POINT(-122.421768167 37.7959454029),37.7959454,-122.4217682,2006,"{""type"":""Point"",""coordinates"":[-122.421768167,37.7959454029]}",1,1,0,0,0,1,1,0,0,0,0,0,"['BROADWAY', 'POLK ST']",1,1,0,1,1,0
POINT(-122.421768167 37.7959454029),37.7959454,-122.4217682,2008,"{""type"":""Point"",""coordinates"":[-122.421768167,37.7959454029]}",3,0,0,0,0,3,0,0,0,0,0,0,"['BROADWAY', 'POLK ST']",3,0,0,3,0,0
POINT(-122.421768167 37.7959454029),37.7959454,-122.4217682,2009,"{""type"":""Point"",""coordinates"":[-122.421768167,37.7959454029]}",1,0,0,0,1,0,0,0,0,0,0,0,"['BROADWAY', 'POLK ST']",1,0,1,0,0,0
POINT(-122.421768167 37.7959454029),37.7959454,-122.4217682,2010,"{""type"":""Point"",""coordinates"":[-122.421768167,37.7959454029]}",5,2,0,0,2,3,0,2,0,0,0,0,"['BROADWAY', 'POLK ST']",5,2,2,3,0,2
POINT(-122.421768167 37.7959454029),37.7959454,-122.4217682,2011,"{""type"":""Point"",""coordinates"":[-122.421768167,37.7959454029]}",3,2,0,0,2,1,1,1,0,0,0,0,"['BROADWAY', 'POLK ST']",3,2,2,1,1,1
POINT(-122.421768167 37.7959454029),37.7959454,-122.4217682,2012,"{""type"":""Point"",""coordinates"":[-122.421768167,37.7959454029]}",2,1,0,0,0,2,1,0,0,0,0,0,"['BROADWAY', 'POLK ST']",2,1,0,2,1,0
POINT(-122.421768167 37.7959454029),37.7959454,-122.4217682,2013,"{""type"":""Point"",""coordinates"":[-122.421768167,37.7959454029]}",2,1,0,0,1,1,0,1,0,0,0,0,"['BROADWAY', 'POLK ST']",2,1,1,1,0,1
POINT(-122.421768167 37.7959454029),37.7959454,-122.4217682,2014,"{""type"":""Point"",""coordinates"":[-122.421768167,37.7959454029]}",1,3,0,0,0,1,1,2,0,0,0,0,"['BROADWAY', 'POLK ST']",1,3,0,1,1,2
POINT(-122.421768167 37.7959454029),37.7959454,-122.4217682,2015,"{""type"":""Point"",""coordinates"":[-122.421768167,37.7959454029]}",0,2,0,0,0,0,0,2,0,0,0,0,"['BROADWAY', 'POLK ST']",0,2,0,0,0,2
POINT(-122.421768167 37.7959454029),37.7959454,-122.4217682,2016,"{""type"":""Point"",""coordinates"":[-122.421768167,37.7959454029]}",0,1,0,0,0,0,1,0,0,0,0,0,"['BROADWAY', 'POLK ST']",0,1,0,0,1,0
POINT(-122.421815316 37.8045649043),37.8045649,-122.4218153,2015,"{""type"":""Point"",""coordinates"":[-122.421815316,37.8045649043]}",0,1,0,0,0,0,1,0,0,0,0,0,"['BAY ST', 'LARKIN ST']",0,1,0,0,1,0
POINT(-122.421886446 37.7649173781),37.76491738,-122.4218864,2006,"{""type"":""Point"",""coordinates"":[-122.421886446,37.7649173781]}",2,0,0,0,1,1,0,0,0,0,0,0,"['16TH ST', 'VALENCIA ST']",2,0,1,1,0,0
POINT(-122.421886446 37.7649173781),37.76491738,-122.4218864,2007,"{""type"":""Point"",""coordinates"":[-122.421886446,37.7649173781]}",3,1,0,0,2,1,0,1,0,0,0,0,"['16TH ST', 'VALENCIA ST']",3,1,2,1,0,1
POINT(-122.421886446 37.7649173781),37.76491738,-122.4218864,2008,"{""type"":""Point"",""coordinates"":[-122.421886446,37.7649173781]}",3,0,0,0,0,3,0,0,0,0,0,0,"['16TH ST', 'VALENCIA ST']",3,0,0,3,0,0
POINT(-122.421886446 37.7649173781),37.76491738,-122.4218864,2009,"{""type"":""Point"",""coordinates"":[-122.421886446,37.7649173781]}",3,1,0,0,2,1,1,0,0,0,0,0,"['16TH ST', 'VALENCIA ST']",3,1,2,1,1,0
POINT(-122.421886446 37.7649173781),37.76491738,-122.4218864,2010,"{""type"":""Point"",""coordinates"":[-122.421886446,37.7649173781]}",1,1,0,0,0,1,1,0,0,0,0,0,"['16TH ST', 'VALENCIA ST']",1,1,0,1,1,0
POINT(-122.421886446 37.7649173781),37.76491738,-122.4218864,2011,"{""type"":""Point"",""coordinates"":[-122.421886446,37.7649173781]}",2,2,0,0,1,1,2,0,0,0,0,0,"['16TH ST', 'VALENCIA ST']",2,2,1,1,2,0
POINT(-122.421886446 37.7649173781),37.76491738,-122.4218864,2012,"{""type"":""Point"",""coordinates"":[-122.421886446,37.7649173781]}",1,2,0,0,0,1,0,2,0,0,0,0,"['16TH ST', 'VALENCIA ST']",1,2,0,1,0,2
POINT(-122.421886446 37.7649173781),37.76491738,-122.4218864,2013,"{""type"":""Point"",""coordinates"":[-122.421886446,37.7649173781]}",2,2,0,0,1,1,1,1,0,0,0,0,"['16TH ST', 'VALENCIA ST']",2,2,1,1,1,1
POINT(-122.421886446 37.7649173781),37.76491738,-122.4218864,2014,"{""type"":""Point"",""coordinates"":[-122.421886446,37.7649173781]}",2,1,0,0,0,2,1,0,0,0,0,0,"['16TH ST', 'VALENCIA ST']",2,1,0,2,1,0
POINT(-122.421886446 37.7649173781),37.76491738,-122.4218864,2015,"{""type"":""Point"",""coordinates"":[-122.421886446,37.7649173781]}",2,2,0,0,0,2,0,2,0,0,0,0,"['16TH ST', 'VALENCIA ST']",2,2,0,2,0,2
POINT(-122.421886446 37.7649173781),37.76491738,-122.4218864,2016,"{""type"":""Point"",""coordinates"":[-122.421886446,37.7649173781]}",1,0,0,0,0,1,0,0,0,0,0,0,"['16TH ST', 'VALENCIA ST']",1,0,0,1,0,0
POINT(-122.421886446 37.7649173781),37.76491738,-122.4218864,2017,"{""type"":""Point"",""coordinates"":[-122.421886446,37.7649173781]}",0,1,0,0,0,0,1,0,0,0,0,0,"['16TH ST', 'VALENCIA ST']",0,1,0,0,1,0
POINT(-122.421891571 37.7798901067),37.77989011,-122.4218916,2010,"{""type"":""Point"",""coordinates"":[-122.421891571,37.7798901067]}",2,0,0,0,2,0,0,0,0,0,0,0,"['FRANKLIN ST', 'MCALLISTER ST']",2,0,2,0,0,0
POINT(-122.421891571 37.7798901067),37.77989011,-122.4218916,2011,"{""type"":""Point"",""coordinates"":[-122.421891571,37.7798901067]}",1,1,0,0,0,1,0,1,0,0,0,0,"['FRANKLIN ST', 'MCALLISTER ST']",1,1,0,1,0,1
POINT(-122.421891571 37.7798901067),37.77989011,-122.4218916,2012,"{""type"":""Point"",""coordinates"":[-122.421891571,37.7798901067]}",2,0,0,0,0,2,0,0,0,0,0,0,"['FRANKLIN ST', 'MCALLISTER ST']",2,0,0,2,0,0
